,t0_smooth_or_featured__features_or_disk,t0_smooth_or_featured__smooth,t0_smooth_or_featured__star_artifact_or_bad_zoom,t1_how_rounded_is_it__cigarshaped,t1_how_rounded_is_it__in_between,t1_how_rounded_is_it__completely_round,t2_could_this_be_a_disk_viewed_edgeon__yes_edge_on_disk,t2_could_this_be_a_disk_viewed_edgeon__no_something_else,t3_edge_on_bulge_what_shape__boxy,t3_edge_on_bulge_what_shape__no_bulge,t3_edge_on_bulge_what_shape__rounded,t4_is_there_a_bar__no_bar,t4_is_there_a_bar__strong_bar,t4_is_there_a_bar__weak_bar,t5_is_there_any_spiral_arm_pattern__yes,t5_is_there_any_spiral_arm_pattern__no,t6_spiral_how_tightly_wound__loose,t6_spiral_how_tightly_wound__medium,t6_spiral_how_tightly_wound__tight,t7_how_many_spiral_arms_are_there__1,t7_how_many_spiral_arms_are_there__2,t7_how_many_spiral_arms_are_there__3,t7_how_many_spiral_arms_are_there__4,t7_how_many_spiral_arms_are_there__more_than_4,t7_how_many_spiral_arms_are_there__cant_tell,t8_not_edge_on_bulge__dominant,t8_not_edge_on_bulge__moderate,t8_not_edge_on_bulge__no_bulge,t8_not_edge_on_bulge__large,t8_not_edge_on_bulge__small,t11_is_the_galaxy_merging_or_disturbed__major_disturbance,t11_is_the_galaxy_merging_or_disturbed__merging,t11_is_the_galaxy_merging_or_disturbed__minor_disturbance,t11_is_the_galaxy_merging_or_disturbed__none,t12_are_there_any_obvious_bright_clumps__yes,t12_are_there_any_obvious_bright_clumps__no,t19_what_problem_do___e_with_the_image__nonstar_artifact,t19_what_problem_do___e_with_the_image__bad_image_zoom,t19_what_problem_do___e_with_the_image__star,id_str,file_loc
2473,4.0,15.0,10.0,0.0,12.0,3.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,5.0,3.0,10.0,2.0,2.0,0.0,10.0,0.0,6738,/scratch/ydong/stamps/demo_F200W/F200W_6738.jpg
2474,4.0,12.0,12.0,3.0,1.0,8.0,2.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,12.0,1.0,3.0,1.0,9.0,2.0,6735,/scratch/ydong/stamps/demo_F200W/F200W_6735.jpg
2475,5.0,8.0,12.0,4.0,4.0,0.0,1.0,4.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,3.0,2.0,7.0,3.0,2.0,1.0,11.0,0.0,6736,/scratch/ydong/stamps/demo_F200W/F200W_6736.jpg
2476,9.0,13.0,5.0,1.0,11.0,1.0,1.0,8.0,1.0,0.0,0.0,6.0,2.0,0.0,1.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,2.0,1.0,6.0,5.0,4.0,7.0,8.0,1.0,0.0,5.0,0.0,6720,/scratch/ydong/stamps/demo_F200W/F200W_6720.jpg
2477,8.0,12.0,4.0,11.0,1.0,0.0,8.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,15.0,2.0,6.0,1.0,2.0,1.0,6733,/scratch/ydong/stamps/demo_F200W/F200W_6733.jpg
2478,10.0,20.0,8.0,11.0,8.0,1.0,6.0,4.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,5.0,1.0,17.0,7.0,4.0,6.0,3.0,3.0,2.0,6732,/scratch/ydong/stamps/demo_F200W/F200W_6732.jpg
2479,1.0,23.0,11.0,0.0,4.0,19.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,5.0,18.0,1.0,0.0,0.0,7.0,4.0,6598,/scratch/ydong/stamps/demo_F200W/F200W_6598.jpg
2480,9.0,14.0,14.0,0.0,0.0,14.0,0.0,9.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,20.0,1.0,8.0,1.0,4.0,9.0,6730,/scratch/ydong/stamps/demo_F200W/F200W_6730.jpg
2481,2.0,18.0,13.0,0.0,2.0,16.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,6.0,14.0,0.0,2.0,0.0,6.0,7.0,6719,/scratch/ydong/stamps/demo_F200W/F200W_6719.jpg
2482,4.0,11.0,14.0,3.0,8.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,4.0,5.0,5.0,2.0,2.0,0.0,13.0,1.0,6721,/scratch/ydong/stamps/demo_F200W/F200W_6721.jpg
2483,3.0,16.0,19.0,0.0,13.0,3.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0,14.0,0.0,3.0,0.0,17.0,2.0,6725,/scratch/ydong/stamps/demo_F200W/F200W_6725.jpg
2484,4.0,18.0,4.0,17.0,1.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,7.0,10.0,0.0,4.0,0.0,4.0,0.0,6724,/scratch/ydong/stamps/demo_F200W/F200W_6724.jpg
2485,29.0,5.0,6.0,1.0,4.0,0.0,2.0,27.0,1.0,0.0,1.0,5.0,10.0,12.0,21.0,6.0,12.0,6.0,3.0,0.0,18.0,0.0,1.0,0.0,2.0,1.0,16.0,0.0,8.0,2.0,2.0,2.0,6.0,24.0,21.0,8.0,0.0,6.0,0.0,6722,/scratch/ydong/stamps/demo_F200W/F200W_6722.jpg
2486,11.0,7.0,8.0,0.0,4.0,3.0,0.0,11.0,0.0,0.0,0.0,4.0,2.0,5.0,8.0,3.0,6.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,2.0,0.0,8.0,1.0,1.0,1.0,9.0,1.0,3.0,5.0,2.0,9.0,1.0,7.0,0.0,6761,/scratch/ydong/stamps/demo_F200W/F200W_6761.jpg
2487,3.0,8.0,8.0,3.0,5.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,2.0,4.0,1.0,2.0,0.0,8.0,0.0,6763,/scratch/ydong/stamps/demo_F200W/F200W_6763.jpg
2488,27.0,2.0,3.0,2.0,0.0,0.0,26.0,1.0,6.0,3.0,17.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,25.0,3.0,24.0,0.0,3.0,0.0,6718,/scratch/ydong/stamps/demo_F200W/F200W_6718.jpg
2489,3.0,10.0,10.0,9.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,3.0,8.0,1.0,2.0,4.0,6.0,0.0,6716,/scratch/ydong/stamps/demo_F200W/F200W_6716.jpg
2490,4.0,21.0,7.0,0.0,1.0,20.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,3.0,20.0,1.0,3.0,1.0,0.0,6.0,6752,/scratch/ydong/stamps/demo_F200W/F200W_6752.jpg
2491,5.0,13.0,12.0,1.0,9.0,3.0,0.0,5.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,1.0,2.0,11.0,4.0,3.0,2.0,0.0,11.0,1.0,6712,/scratch/ydong/stamps/demo_F200W/F200W_6712.jpg
2492,2.0,12.0,13.0,1.0,7.0,4.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,5.0,7.0,1.0,1.0,2.0,10.0,1.0,6710,/scratch/ydong/stamps/demo_F200W/F200W_6710.jpg
2493,3.0,12.0,8.0,6.0,6.0,0.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,11.0,0.0,3.0,1.0,5.0,2.0,6709,/scratch/ydong/stamps/demo_F200W/F200W_6709.jpg
2494,19.0,9.0,2.0,0.0,9.0,0.0,4.0,15.0,0.0,3.0,1.0,4.0,6.0,5.0,14.0,1.0,1.0,8.0,5.0,2.0,9.0,0.0,0.0,0.0,3.0,1.0,8.0,1.0,0.0,5.0,2.0,0.0,10.0,16.0,0.0,19.0,0.0,2.0,0.0,6698,/scratch/ydong/stamps/demo_F200W/F200W_6698.jpg
2495,7.0,6.0,14.0,1.0,2.0,3.0,0.0,7.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,1.0,7.0,1.0,4.0,4.0,3.0,2.0,9.0,3.0,6706,/scratch/ydong/stamps/demo_F200W/F200W_6706.jpg
2496,8.0,15.0,10.0,4.0,11.0,0.0,1.0,7.0,0.0,0.0,1.0,5.0,2.0,0.0,2.0,5.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,8.0,5.0,10.0,7.0,1.0,2.0,7.0,1.0,6700,/scratch/ydong/stamps/demo_F200W/F200W_6700.jpg
2497,1.0,18.0,13.0,0.0,0.0,18.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,16.0,1.0,0.0,3.0,4.0,6.0,6690,/scratch/ydong/stamps/demo_F200W/F200W_6690.jpg
2498,23.0,5.0,3.0,4.0,1.0,0.0,22.0,1.0,3.0,5.0,14.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,14.0,13.0,0.0,23.0,0.0,3.0,0.0,6693,/scratch/ydong/stamps/demo_F200W/F200W_6693.jpg
2499,5.0,18.0,9.0,0.0,3.0,15.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,4.0,19.0,2.0,3.0,0.0,2.0,7.0,6680,/scratch/ydong/stamps/demo_F200W/F200W_6680.jpg
2500,25.0,4.0,3.0,4.0,0.0,0.0,25.0,0.0,5.0,9.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,5.0,20.0,12.0,13.0,1.0,1.0,1.0,6686,/scratch/ydong/stamps/demo_F200W/F200W_6686.jpg
2501,4.0,20.0,6.0,1.0,19.0,0.0,1.0,3.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,7.0,16.0,1.0,3.0,0.0,5.0,1.0,6685,/scratch/ydong/stamps/demo_F200W/F200W_6685.jpg
2502,7.0,16.0,8.0,11.0,3.0,2.0,2.0,5.0,0.0,1.0,1.0,4.0,0.0,1.0,1.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,1.0,1.0,6.0,15.0,3.0,4.0,1.0,5.0,2.0,6673,/scratch/ydong/stamps/demo_F200W/F200W_6673.jpg
2503,6.0,13.0,7.0,0.0,12.0,1.0,0.0,6.0,0.0,0.0,0.0,4.0,0.0,2.0,4.0,2.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,8.0,1.0,6.0,4.0,3.0,3.0,2.0,4.0,1.0,6671,/scratch/ydong/stamps/demo_F200W/F200W_6671.jpg
2504,7.0,18.0,11.0,0.0,10.0,8.0,1.0,6.0,0.0,0.0,1.0,5.0,1.0,0.0,1.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,1.0,0.0,2.0,0.0,10.0,13.0,5.0,2.0,1.0,8.0,2.0,6666,/scratch/ydong/stamps/demo_F200W/F200W_6666.jpg
2505,8.0,10.0,8.0,0.0,10.0,0.0,2.0,6.0,1.0,1.0,0.0,5.0,0.0,1.0,1.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,2.0,4.0,8.0,4.0,2.0,6.0,0.0,7.0,1.0,6662,/scratch/ydong/stamps/demo_F200W/F200W_6662.jpg
2506,5.0,6.0,10.0,0.0,4.0,2.0,1.0,4.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,5.0,1.0,4.0,1.0,2.0,3.0,0.0,9.0,1.0,6659,/scratch/ydong/stamps/demo_F200W/F200W_6659.jpg
2507,8.0,13.0,10.0,8.0,5.0,0.0,3.0,5.0,2.0,0.0,1.0,2.0,1.0,2.0,2.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,0.0,4.0,7.0,6.0,4.0,5.0,3.0,0.0,10.0,0.0,6658,/scratch/ydong/stamps/demo_F200W/F200W_6658.jpg
2508,7.0,5.0,10.0,3.0,1.0,1.0,0.0,7.0,0.0,0.0,0.0,6.0,0.0,1.0,2.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,4.0,1.0,0.0,5.0,5.0,1.0,1.0,4.0,3.0,0.0,10.0,0.0,6657,/scratch/ydong/stamps/demo_F200W/F200W_6657.jpg
2509,11.0,16.0,2.0,0.0,14.0,2.0,0.0,11.0,0.0,0.0,0.0,9.0,0.0,2.0,4.0,7.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,9.0,0.0,0.0,2.0,4.0,1.0,6.0,16.0,2.0,9.0,0.0,1.0,1.0,6652,/scratch/ydong/stamps/demo_F200W/F200W_6652.jpg
2510,4.0,14.0,7.0,4.0,10.0,0.0,2.0,2.0,0.0,0.0,2.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,5.0,1.0,5.0,7.0,2.0,2.0,0.0,6.0,1.0,6656,/scratch/ydong/stamps/demo_F200W/F200W_6656.jpg
2511,12.0,6.0,11.0,0.0,5.0,1.0,8.0,4.0,0.0,2.0,6.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,7.0,4.0,6.0,5.0,7.0,1.0,8.0,2.0,6660,/scratch/ydong/stamps/demo_F200W/F200W_6660.jpg
2512,5.0,21.0,12.0,0.0,6.0,15.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,3.0,0.0,7.0,16.0,1.0,4.0,1.0,4.0,7.0,6651,/scratch/ydong/stamps/demo_F200W/F200W_6651.jpg
2513,5.0,15.0,5.0,2.0,13.0,0.0,2.0,3.0,1.0,0.0,1.0,0.0,0.0,3.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,10.0,8.0,3.0,2.0,0.0,5.0,0.0,6691,/scratch/ydong/stamps/demo_F200W/F200W_6691.jpg
2514,1.0,23.0,10.0,1.0,21.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,20.0,0.0,1.0,0.0,10.0,0.0,6653,/scratch/ydong/stamps/demo_F200W/F200W_6653.jpg
2515,3.0,21.0,4.0,0.0,21.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,3.0,19.0,1.0,2.0,1.0,3.0,0.0,6650,/scratch/ydong/stamps/demo_F200W/F200W_6650.jpg
2516,2.0,16.0,17.0,1.0,2.0,13.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,6.0,8.0,2.0,0.0,1.0,6.0,10.0,6645,/scratch/ydong/stamps/demo_F200W/F200W_6645.jpg
2517,3.0,13.0,7.0,0.0,13.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,10.0,3.0,1.0,2.0,1.0,1.0,6.0,0.0,6640,/scratch/ydong/stamps/demo_F200W/F200W_6640.jpg
2518,8.0,21.0,11.0,1.0,19.0,1.0,0.0,8.0,0.0,0.0,0.0,5.0,0.0,3.0,2.0,6.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,2.0,0.0,1.0,2.0,2.0,9.0,16.0,2.0,6.0,1.0,9.0,1.0,6638,/scratch/ydong/stamps/demo_F200W/F200W_6638.jpg
2519,5.0,19.0,8.0,1.0,13.0,5.0,2.0,3.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,11.0,6.0,6.0,3.0,2.0,2.0,5.0,1.0,6633,/scratch/ydong/stamps/demo_F200W/F200W_6633.jpg
2520,5.0,18.0,9.0,3.0,14.0,1.0,3.0,2.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,16.0,1.0,6.0,2.0,3.0,1.0,5.0,3.0,6632,/scratch/ydong/stamps/demo_F200W/F200W_6632.jpg
2521,0.0,9.0,7.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,0.0,4.0,3.0,6634,/scratch/ydong/stamps/demo_F200W/F200W_6634.jpg
2522,15.0,10.0,7.0,9.0,1.0,0.0,15.0,0.0,0.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,7.0,8.0,8.0,7.0,1.0,6.0,0.0,6629,/scratch/ydong/stamps/demo_F200W/F200W_6629.jpg
2523,3.0,14.0,17.0,0.0,6.0,8.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,4.0,10.0,0.0,3.0,0.0,8.0,9.0,6627,/scratch/ydong/stamps/demo_F200W/F200W_6627.jpg
2524,7.0,5.0,7.0,0.0,4.0,1.0,5.0,2.0,1.0,0.0,4.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,7.0,5.0,0.0,7.0,0.0,6.0,1.0,6626,/scratch/ydong/stamps/demo_F200W/F200W_6626.jpg
2525,8.0,8.0,12.0,3.0,5.0,0.0,3.0,5.0,0.0,2.0,1.0,3.0,0.0,2.0,2.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,4.0,1.0,5.0,6.0,7.0,1.0,1.0,10.0,1.0,6614,/scratch/ydong/stamps/demo_F200W/F200W_6614.jpg
2526,8.0,14.0,3.0,0.0,6.0,8.0,0.0,8.0,0.0,0.0,0.0,5.0,1.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,2.0,2.0,1.0,5.0,14.0,1.0,7.0,0.0,2.0,1.0,6624,/scratch/ydong/stamps/demo_F200W/F200W_6624.jpg
2527,5.0,20.0,5.0,3.0,17.0,0.0,2.0,3.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,5.0,20.0,1.0,4.0,0.0,4.0,1.0,6616,/scratch/ydong/stamps/demo_F200W/F200W_6616.jpg
2528,14.0,22.0,3.0,22.0,0.0,0.0,13.0,1.0,1.0,12.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,10.0,25.0,2.0,12.0,0.0,3.0,0.0,6622,/scratch/ydong/stamps/demo_F200W/F200W_6622.jpg
2529,3.0,20.0,14.0,0.0,16.0,4.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,2.0,6.0,14.0,2.0,1.0,2.0,10.0,2.0,6613,/scratch/ydong/stamps/demo_F200W/F200W_6613.jpg
2530,1.0,14.0,7.0,0.0,0.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,14.0,0.0,1.0,1.0,6.0,0.0,6606,/scratch/ydong/stamps/demo_F200W/F200W_6606.jpg
2531,0.0,27.0,8.0,0.0,10.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,19.0,0.0,0.0,0.0,8.0,0.0,6603,/scratch/ydong/stamps/demo_F200W/F200W_6603.jpg
2532,11.0,8.0,9.0,1.0,6.0,1.0,0.0,11.0,0.0,0.0,0.0,10.0,0.0,1.0,2.0,9.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,4.0,4.0,0.0,7.0,6.0,2.0,4.0,2.0,9.0,0.0,9.0,0.0,6773,/scratch/ydong/stamps/demo_F200W/F200W_6773.jpg
2533,5.0,16.0,9.0,3.0,10.0,3.0,0.0,5.0,0.0,0.0,0.0,2.0,2.0,1.0,4.0,1.0,4.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,3.0,4.0,7.0,7.0,3.0,2.0,1.0,8.0,0.0,6808,/scratch/ydong/stamps/demo_F200W/F200W_6808.jpg
2534,10.0,12.0,7.0,2.0,9.0,1.0,1.0,9.0,0.0,0.0,1.0,0.0,5.0,4.0,2.0,7.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,1.0,2.0,1.0,3.0,2.0,11.0,6.0,8.0,2.0,2.0,5.0,0.0,6604,/scratch/ydong/stamps/demo_F200W/F200W_6604.jpg
2535,7.0,13.0,10.0,0.0,9.0,4.0,0.0,7.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0,0.0,0.0,1.0,3.0,5.0,11.0,5.0,2.0,0.0,8.0,2.0,6756,/scratch/ydong/stamps/demo_F200W/F200W_6756.jpg
2536,5.0,14.0,11.0,0.0,7.0,7.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,2.0,8.0,2.0,7.0,5.0,0.0,3.0,7.0,1.0,6595,/scratch/ydong/stamps/demo_F200W/F200W_6595.jpg
2537,3.0,19.0,11.0,1.0,16.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,5.0,16.0,0.0,3.0,0.0,11.0,0.0,6594,/scratch/ydong/stamps/demo_F200W/F200W_6594.jpg
2538,5.0,19.0,4.0,16.0,3.0,0.0,2.0,3.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,1.0,12.0,9.0,2.0,3.0,0.0,4.0,0.0,6600,/scratch/ydong/stamps/demo_F200W/F200W_6600.jpg
2539,2.0,13.0,7.0,5.0,8.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,11.0,0.0,2.0,1.0,2.0,4.0,6592,/scratch/ydong/stamps/demo_F200W/F200W_6592.jpg
2540,3.0,25.0,7.0,0.0,22.0,3.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,7.0,20.0,1.0,2.0,0.0,5.0,2.0,6590,/scratch/ydong/stamps/demo_F200W/F200W_6590.jpg
